Articulo,Descripcion,"Lista IMP.
U$S DÓLAR","Lista NAC.
$ PESOS",
1537/00545-138,PISTOLA AIRE COMPRESOR AZUL PLASTICA C/ACOPLE RAP .,3.10,0.00,
1537/00546-156,PISTOLA AIRE COMPRESOR 2 PICOS NSU,4.30,0.00,
1537/00547-138,PISTOLA AIRE COMPRESOR DG10 METAL 1 PICO LARGO .,3.04,0.00,
1537/00548-156,KIT REPARACIONES DE CUBIERTA 14 PIEZAS NSU,0.39,0.00,
1537/00550-138,KIT PARA EMPARCHAR NEUMATICOS SIN CAMARA TARUGO .,2.40,0.00,
1537/00551-138,TARUGO PARA REPARAR NEUMATICO 3.5X200MM x60UNID. .,4.39,0.00,
1537/00554-022,"TARUGO PARA REPARAR NEUMATICO 5,2x12MM x20UNID. NSU",5.21,0.00,
1537/00555-138,TARUGO PARA REPARAR NEUMATICO 6X100 x60UNID. .,4.15,0.00,
1537/00556-022,PURGADOR DE FRENOS HIDRAULICOS NSU,26.07,0.00,
1537/00560-138,EXTRACTOR DE ESTATORES .,13.46,0.00,
1537/00562-156,KIT PARA EMPARCHAR NEUMATICOS SIN CAMARA TARUGO NSU,2.24,0.00,
1537/00564-138,KIT PARA EMPARCHAR NEUMATICOS GRANDES/CAMARATARUGO .,2.84,0.00,
1537/00570-138,LEVANTA RESORTE DE VALVULAS KIT .,20.74,0.00,
1537/00580-138,EXTRACTOR DE RULEMANES .,21.45,0.00,
1537/00590-156,EXTRACTOR DE CANASTA DE EMBRAGUE NSU,5.62,0.00,
1537/00600-138,LLAVE SACA FILTRO DE ACEITE .,4.67,0.00,
1537/00610-138,"EXTRACTOR DE RULEMANES 3"" INTERNO/EXTERNO .",5.23,0.00,
1537/00630-077,COMPRESOR DE RESORTES DE VALVULAS NSU,27.70,0.00,
1537/00645-138,EXTRACTOR DE VALVULA DE CUBIERTAS 4 PUNTASx20UNID. .,18.17,0.00,
1537/00650-156,KITS RECTIFICADOR DE ASIENTO DE VALVULAS 20 PIEZAS NSU,45.86,0.00,
1537/00660-077,TENSOR DE CADENA PARA UNIRLA NSU,14.22,0.00,
1537/00700-138,BRUÑIDOR DE CILINDRO PIEDRA .,19.74,0.00,
1537/00710-138,PROBADOR DE LIQUIDOS DE FRENO DIGITAL .,5.42,0.00,
1537/00710-156,PROBADOR DE LIQUIDOS DE FRENO DIGITAL NSU,5.70,0.00,
1537/00740-156,CAMBIO DE NEUMATICOS PORTATIL NSU,211.20,0.00,
1537/00750-138,MAQUINA PARA CAMBIAR NEUMATICO MOTO .,2497.14,0.00,
1537/00780-138,CAMBIO DE NEUMATICO PORTATIL .,101.42,0.00,
1537/00790-156,BATEA ULTRASONIDO LIMPIEZA NSU,48.89,0.00,
1537/00800-138,AMOLADORA MINITORNO NEUMATICA 25000RPM C/BROCA .,48.29,0.00,
1537/01000-156,PINZA DE PUNTA 6 PULGADAS 160MM NSU,2.57,0.00,
1537/01010-156,ALICATE 6 PULGADAS 160MM NSU,2.80,0.00,
1537/01020-156,PINZA 8 PULGADAS 200MM NSU,3.69,0.00,
1537/01030-156,PINZA DE PUNTA 8 PULGADAS 200MM NSU,3.32,0.00,
1537/01040-156,PINZA ATLAS 8 PULGADAS MANGO METAL NSU,5.67,0.00,
1537/01050-156,PINZA ATLAS 10 PULGADAS MANGO PLASTICO NSU,6.53,0.00,
1537/01060-156,PICO LORO 10 PULGADAS 250MM NSU,6.16,0.00,
1537/01070-156,PINZA SEGURO SEEGUER INTERNO 6 PULG 160MM RECTA NSU,3.75,0.00,
1537/01075-156,PINZA SEGURO SEEGUER EXTERNO 6 PULG.160MM RECTA NSU,3.75,0.00,
1537/01090-156,PINZA SEGURO SEEGUER 4 EN 1 NSU,5.12,0.00,
1537/01100-156,PINZA PELACABLE 0.6 A 2.6MM NSU,3.70,0.00,
1537/01170-156,KITS DESTORNILLADORES PHILIPS/PLANOS IMANTADO 7PZA NSU,9.28,0.00,
1537/01175-156,KITS DESTORNILLADORES PLANOS/PHILIPS  6 PZS IMANTA NSU,9.28,0.00,
1537/01180-156,LLAVE FRANCESA 8 PULGADAS 200MM NSU,3.09,0.00,
1537/01190-156,LLAVE FRANCESA 10 PULGADAS 250MM NSU,4.14,0.00,
1537/01210-156,LLAVE AUTOAJUSTABLE SET x 2 UNIDADES NSU,14.54,0.00,
1537/01220-156,LLAVE 8 EN 1 GIRATORIA 360 UNIV.8 A 21 MM NSU,16.06,0.00,
1537/01230-156,LLAVES FIJAS SET 5.5 A 32MM x 10 PIEZAS NSU,34.28,0.00,
1537/01240-156,LLAVE ACODADAS SET 5.5 A 24MM x 8 PIEZAS NSU,28.37,0.00,
1537/01250-156,LLAVE COMBINADA SET 8 A 24MM x 10 PIEZAS NSU,34.26,0.00,
1537/01252-156,LLAVE COMBINADA SET 8 A 17 x 6 PZAS NSU,13.92,0.00,
1537/01254-156,LLAVE COMBINADA SET 8 A 17MM C/CRIQUE x 6 PZAS NSU,25.95,0.00,
1537/01260-156,LLAVE COMBINADA 8 CON CRIQUE NSU,3.16,0.00,
1537/01270-156,LLAVE COMBINADA 10 CON CRIQUE NSU,3.59,0.00,
1537/01280-156,LLAVE COMBINADA 12 CON CRIQUE NSU,3.91,0.00,
1537/01290-156,LLAVE COMBINADA 13 CON CRIQUE NSU,4.18,0.00,
1537/01295-156,LLAVE COMBINADA 14 CON CRIQUE NSU,4.18,0.00,
1537/01300-156,LLAVE COMBINADA 15 CON CRIQUE NSU,4.87,0.00,
1537/01305-156,LLAVE COMBINADA 17 CON CRIQUE NSU,6.16,0.00,
1537/01308-156,LLAVE COMBINADA 19 CON CRIQUE NSU,7.23,0.00,
1537/01310-156,LLAVE CRIQUE ENCASTRE 1/2 NSU,7.23,0.00,
1537/01320-156,LLAVE CRIQUE TELESCOPICA ENCASTRE 1/2 305 A 445MM NSU,25.70,0.00,
1537/01338-156,LLAVE TIPO T 9MM NSU,2.14,0.00,
1537/01340-156,LLAVE TIPO T 10MM NSU,2.14,0.00,
1537/01342-156,LLAVE TIPO T 11MM NSU,2.14,0.00,
1537/01344-156,LLAVE TIPO T 12MM NSU,2.14,0.00,
1537/01345-156,LLAVE TIPO T 13MM NSU,2.14,0.00,
1537/01346-156,LLAVE TIPO T 14MM NSU,2.14,0.00,
1537/01347-156,LLAVE TIPO T 15MM NSU,2.54,0.00,
1537/01350-156,LLAVE TIPO T 17 MM NSU,2.57,0.00,
1537/01352-156,LLAVE TIPO T 19MM NSU,2.57,0.00,
1537/01370-156,SET MULTIHERRAMIENTA PLEGABLE 14 PIEZAS NSU,9.64,0.00,
1537/01380-156,LLAVE ALLEN TIPO T T10 NSU,1.75,0.00,
1537/01390-156,LLAVE ALLEN TIPO T T50 NSU,4.55,0.00,
1537/01395-156,LLAVE TORX TIPO T T10/15/20/25/30/35/40/50 NSU,27.96,0.00,
1537/01400-156,LLAVE ALLEN KIT 9 PIEZAS NSU,5.09,0.00,
1537/01410-156,LLAVE SACA FILTRO METALICA NSU,6.97,0.00,
1537/01460-156,JGO. TUBOS SACABUJIAS 14/16/21 NSU,5.62,0.00,
1537/01470-156,KIT PINZAS 7 PIEZAS (PUNTA/PICO LORO/ATLAS) NSU,48.18,0.00,
1537/01520-156,REMACHADORA A PALANCA 3 MEDIDAS NSU,12.85,0.00,
1537/01540-156,CAJA DE TUBOS ENCASTRE 1/2 37 PIEZAS+LLAVES NSU,54.61,0.00,
1537/01545-156,CAJA DE TUBOS CRIQUE ENCASTRE 1/4 3/8 1/2  172PZAS NSU,93.88,0.00,
1537/01560-156,MORSA ANCHO MORDASA 75MM GIRATORIA C/YUNQUE NSU,51.39,0.00,
1537/01570-156,MORSA ANCHO MORDASA 100MM GIRATORIA C/YUNQUE NSU,64.24,0.00,
1537/01600-156,LLAVE CRIQUE 1/2 CON PROLONGADOR Y 10 TUBOS MM NSU,17.63,0.00,
1537/01650-156,SET DESTORNILLADOR PUNTAS/TUBOS IMANTADOS 42 PZAS NSU,21.25,0.00,
1537/01660-156,SET PUNTAS DESTORNILLADOR INTERCAMBIABLES 83 PZAS NSU,29.44,0.00,
1537/04015-667,PROBADOR DE REGULADORES 6/12V. PIETCARD,0.00,1082258.11,
1537/04020-156,SOPORTE DE CASCO CAMARA GOPRO NSU,1.79,0.00,
1537/10235-623,VOLTIMETRO DIGITAL TEST DE BATERIA 6/12/24V DZE,0.00,65735.09,
1537/10255-138,MEDIDO DIGITAL DE PRESION AIRE NEUMATICO 4 ESCALAS .,7.68,0.00,
1539,HERRAM. ESTRACTORES,,,
1539/00010-510,EXTRACTOR VOLANTE ZANELLA BD,0.00,1118.66,
1539/00050-515,EXTRACTOR VOLANTE ZANELLA/GARELLI DOBLE BUHO,0.00,7150.48,
1539/00052-621,EXTRACTOR VOLANTE GILERA SMASH/TRIP/BIT/WAVEx1unid .,0.00,4254.40,
1539/00053-515,EXTRACTOR VOLANTE HONDA BIZ BUHO,0.00,7598.21,
1539/00054-515,EXTRACTOR VOLANTE HONDA STORM BUHO,0.00,2886.32,
1539/00056-515,EXTRACTOR VOLANTE GUERRERO C/ARR.ELECTRICO BUHO,0.00,8939.08,
1539/00057-621,EXTRACTOR VOLANTE HONDA CG-MB100  x2UNID. .,0.00,8201.36,
1539/00058-621,EXTRACTOR VOLANTE HONDA TORNADO/TWISTER .,0.00,4545.60,
1539/00061-515,EXTRACTOR VOLANTE YAMAHA YBR 125 BRASIL BUHO,0.00,12249.44,
1539/00062-515,EXTRACTOR VOLANTE YAMAHA YBR 125-CRYPTON CHINA BUHO,0.00,5399.95,
1539/00065-621,EXTRACTOR VOLANTE ZANELLA RX150 x3UNID. .,0.00,9659.73,
1539/00100-156,EXTRACTOR EMBRAGUE DOBLE UNIVERSAL NSU,2.69,0.00,
1541,HERRAM. LLAVE SACA BUJIA,,,
1541/00020-150,LLAVE SACA BUJIA 10 MM LARGA CROMOFORTE,1.22,0.00,
1541/00022-647,LLAVE SACA BUJIA UNIVERSAL 110CC 10X60MM JN,0.00,1434.29,
1541/00030-566,LLAVE SACA BUJIA 12 MM CORTA VC,0.00,2261.88,
1541/00040-621,LLAVE SACA BUJIA 12 MM LARGA x3 unid. .,0.00,6364.65,
1541/00042-647,LLAVE SACA BUJIA UNIVERSAL 125/150CC 12X85 JN,0.00,1573.03,
1541/00110-621,LLAVE SACA BUJIA MINI CUATRI x 3 unid. .,0.00,5204.86,
1541/00150-038,LLAVE SACA BUJIA 16X18 NSU,2.63,0.00,
1541/00200-621,LLAVE TUERCA DE EMBRAGUE GRANDE SMASH/BIZ c/MANIJA .,0.00,7750.29,
1541/00210-621,LLAVE TUERCA DE EMBRAGUE CHICA c/MANIJA .,0.00,6975.88,
1541/00218-621,LLAVE TUERCA DE EMBRAGUE HONDA TITAN 150 C/MANIJA .,0.00,7749.38,
1541/00219-621,LLAVE TUERCA DE EMBRAGUE HONDA TITAN 150 PARA TUBO .,0.00,6975.88,
1541/00220-621,LLAVE TUERCA DE EMBRAGUE ZAN.SEXY PARA LLAVE EXAG. .,0.00,6754.39,
1541/00230-621,LLAVE TUERCA DE EMBRAGUE GRANDE PARA LLAVE EXAG. .,0.00,6975.88,
1543,HORQUILLON,,,
1543/00010-022,HORQUILLON SUZUKI AX100  NSU,12.49,0.00,
1543/00016-077,HORQUILLON MOTOMEL CUSTOM 200 NSU,20.24,0.00,
1543/00019-077,HORQUILLON HONDA CG 150 NEW NSU,27.36,0.00,
1544,INSTALACION FICHAS,,,
1544/00101-038,FICHA 2 VIAS HEMBRA UNIVERSAL x 10UNID. NSU,3.53,0.00,
1544/00102-038,FICHA 2 VIAS MACHO UNIVERSAL x 10UNID. NSU,2.65,0.00,
1544/00103-038,FICHA 3 VIAS HEMBRA UNIVERSAL x 10UNID. NSU,3.97,0.00,
1544/00104-038,FICHA 3 VIAS MACHO UNIVERSAL x10UNID. NSU,3.82,0.00,
1544/00105-038,FICHA 4 VIAS HEMBRA UNIVERSAL x10UNID. NSU,4.41,0.00,
1544/00106-038,FICHA 4 VIAS MACHO UNIVERSAL x10UNID. NSU,5.81,0.00,
1544/00109-038,FICHA 9 VIAS HEMBRA UNIVERSAL x10UNID. NSU,7.87,0.00,
1544/00110-038,FICHA 9 VIAS MACHO UNIVERSAL x10UNID. NSU,11.91,0.00,
1544/00111-038,FICHA 2 VIAS DESTELLADOR UNIV.PALA HEMBRA x10UNID. NSU,3.14,0.00,
1544/00112-038,FICHA 2 VIAS HEMBRA BULBO DE STOP 2.8MM x10UNID. NSU,3.41,0.00,
1544/00113-038,FICHA 2 VIAS MACHO BULBO DE STOP 2.8MMx10UNID. NSU,2.06,0.00,
1544/00114-038,FICHA 2 VIAS MOTOR ARRANQUE TERM.HEMBRA 6.3MMx10UN NSU,7.19,0.00,
1544/00115-038,FICHA 2 VIAS MOTOR ARRANQUE TERM.MACHO 6.3MMx10UN. NSU,7.19,0.00,
1544/00116-038,FICHA 2 VIAS M.ARRANQUE TERM.PALA HEMBRA 7.8MMx10U NSU,8.11,0.00,
1544/00117-038,FICHA 2 VIAS M.ARRANQUE TERM.PALA MACHO 7.8MMx10UN NSU,8.05,0.00,
1544/00118-038,FICHA 2 VIAS M REG.VOLT.TRIF.(2F) 10 PIEZAS NSU,5.96,0.00,
1544/00123-038,FICHA 4 VIAS MACHO REG.VOLT.MONOF.TERM.PALA x10UN. NSU,9.01,0.00,
1544/00124-038,FICHA 6 VIAS MACHO CONEX.ACDI TERM.PALA H x10UNID. NSU,7.66,0.00,
1544/00125-038,FICHA 6 VIAS HEMBRA REG.MONOF.TERM.PALA x 10UNID. NSU,6.17,0.00,
1544/00126-038,FICHA 6 VIAS MACHO REG.MONOF.TERM.PALAx10UNID. NSU,6.08,0.00,
1544/00128-038,FICHA 2 VIAS MACHO REDONDA TERMPALA HEMBRA 2.2x10U NSU,3.28,0.00,
1544/00132-038,CHICOTE FUSIBLE AEREO CHATO REFORZADO x10UNID. NSU,5.79,0.00,
1544/00160-038,FICHA UNIVERSAL 2 VIAS CDI FORM x10 UNIDADES NSU,4.31,0.00,
1545,HORQUILLON CAÑO DISTANC,,,
1545/00010-566,CAÑO DISTANCIAL SOL C/BUJE VC,0.00,9607.35,
1546,INSTALACION TERMINALES,,,
1546/00010-566,TERMINALES DE INSTALACION HEMBRA(6.3MM)x100UNID. VC,0.00,23027.69,
1547,INSTALACION ELECTRICA,,,
1547/00005-022,CABLEADO AUTOMATICO DE CAMBIO GILERA SMASH-C100BIZ NSU,1.31,0.00,
1547/00009-038,CABLEADO AUTOMATICO DE CAMBIO MOTOMEL SKUA 150 NSU,2.25,0.00,
1547/00011-022,CABLEADO AUTOMATICO DE CAMBIO HONDA CG 150 NSU,3.21,0.00,
1547/00012-022,CABLEADO AUTOMATICO DE CAMBIO MOTOMEL SKUA 200 NSU,1.81,0.00,
1547/00058-022,CABLEADO AUTOMATICO ZANELLA RX 150 NSU,1.73,0.00,
1548,INSTRUM ACRILICO TABLERO,,,
1548/00010-022,ACRILICO TABLERO GILERA SMASH/BIZ NSU,2.34,0.00,
1548/00010-038,ACRILICO TABLERO GILERA SMASH/BIZ NSU,2.34,0.00,
1548/00010-536,ACRILICO TABLERO GILERA SMASH/BIZ AF,0.00,3087.29,
1548/00011-022,ACRILICO TABLERO HONDA WAVE/GUERRERO G100 NSU,1.80,0.00,
1548/00011-038,ACRILICO TABLERO HONDA WAVE/GUERRERO G100 NSU,1.80,0.00,
1548/00011-536,ACRILICO TABLERO HONDA WAVE/GUERRERO G100 AF,0.00,3087.29,
1548/00012-566,ACRILICO TABLERO ZAN SEXY 110 VC,0.00,3407.98,
1548/00013-566,ACRILICO TABLERO ZANELLA  ZB 2007/8/9 VC,0.00,3404.01,
1548/00014-536,ACRILICO TABLERO HONDA BIZ 125 REVOLUTION AF,0.00,3087.29,
1548/00015-536,ACRILICO TABLERO HONDA BIZ 125 AF,0.00,3087.29,
1548/00016-022,ACRILICO TABLERO YAMAHA CRYPTON NSU,1.83,0.00,
1548/00016-566,ACRILICO TABLERO YAMAHA CRYPTON VC,0.00,3893.91,
1548/00017-536,ACRILICO TABLERO YAMAHA NEW CRYPTON AF,0.00,3087.29,
1548/00020-566,ACRILICO TABLERO ZANELLA VENTO VC,0.00,3407.96,
1548/00030-536,ACRILICO TABLERO ZANELLA ZB110 M/V-FUTURA AF,0.00,3087.29,
1548/00050-038,ACRILICO TABLERO HONDA CG150 TITAN NEW 2018 NSU,5.19,0.00,
1549,INSTRUM CARCAZA TABL,,,
1549/00007-566,TABLERO PORTA INSTRUMENTAL GILERA SMASH GRIS VC,0.00,4469.19,
1549/00008-566,TABLERO PORTA INSTRUMENTAL GILERA SMASH NEGRO VC,0.00,4469.18,
1549/00010-040,TABLERO PORTA INSTRUMENTAL SUZUKI AX100  NSU,13.86,0.00,
1549/00700-566,TABLERO PORTA INSTRUMENTAL HONDA WAVE M/V NEGRO VC,0.00,4469.19,
1551,INSTRUM REENVIOS,,,
1551/00030-079,EJE CUENTA VUELTA ZANELLA CUSTOM 150 .,3.60,0.00,
1554,INSTRUM RELOJES IND.CAMBI,,,
1554/00010-038,INDICADOR DE CAMBIOS GILERA SMASH NSU,3.41,0.00,
1555,INSTRUM RELOJES RPM,,,
1555/00020-038,RELOJ RPM HONDA CG125 M/V NSU,7.71,0.00,
1555/00045-038,RELOJ RPM UNIVERSAL 13.000 CROMADO NSU,15.80,0.00,
1555/00060-591,LIMITADOR RPM UNIVERSAL LARGADOR C/PULSADOR APOLO,0.00,70788.14,
1556,INSTRUM TABLERO DIGITAL,,,
1556/00029-038,TABLERO COMPL DIGITAL HONDA CG150 NSU,48.73,0.00,
1556/00031-038,TABLERO COMPL.DIGITAL HONDA CG 150 TITAN NEW 2018 NSU,80.37,0.00,
1556/00067-038,TABLERO COMPL DIGITAL TRIAX150 / SKUA150 / XR150 NSU,47.38,0.00,
1556/00071-038,TABLERO COMPL DIGITAL YAMAHA 125 FACTOR 2012/13 NSU,65.32,0.00,
1556/00076-038,TABLERO COMPL DIGITAL MOTOMEL S2 2024 NSU,46.89,0.00,
1557,INSTRUM RELOJES VELOCIM.,,,
1557/00041-038,RELOJ VELOCIMETRO HONDA DAX110/MAX110/DAY110 NSU,19.59,0.00,
1557/00058-038,RELOJ VELOCIMETRO UNIV.MOTO CAFE RACER IND.MARCHA NSU,20.10,0.00,
1557/00060-038,RELOJ VELOCIMETRO SUZUKI TS125 NSU,25.04,0.00,
1559,INSTRUM TABLERO,,,
1559/00002-038,TABLERO COMPL. APPIA BRESSA EURO 150 NSU,88.98,0.00,
1559/00004-038,TABLERO COMPL. HONDA BIZ NSU,18.60,0.00,
1559/00006-038,TABLERO COMPL. GILERA SMASH NSU,17.41,0.00,
1559/00007-038,TABLERO COMPL. GILERA SMASH REVOLUTION/BIZ 125 M/V NSU,16.62,0.00,
1559/00010-038,TABLERO COMPL. HONDA WAVE/GUERRERO 100 NSU,11.85,0.00,
1559/00011-038,TABLERO COMPL. BAJAJ ROUSER 135 NSU,68.88,0.00,
1559/00012-038,TABLERO COMPL. HONDA WAVE 110 S NSU,14.32,0.00,
1559/00014-038,TABLERO COMPL. CORVEN TRIAX 150/200 R3 NSU,21.02,0.00,
1559/00015-038,TABLERO COMPL. GUERRERO 100 NSU NSU,10.09,0.00,
1559/00015-077,TABLERO COMPL. GUERRERO 100 NSU NSU,10.36,0.00,
1559/00017-038,TABLERO COMPL. CORVEN HUNTER 150 R1 NSU,37.04,0.00,
1559/00018-038,TABLERO COMPL. CORVEN HUNTER 200 NSU,68.12,0.00,
1559/00019-038,TABLERO COMPL. GILERA SMASH 2022 NSU,18.52,0.00,
1559/00022-038,TABLERO COMPL. HONDA CBX250 NSU,85.18,0.00,
1559/00026-038,TABLERO COMPL. HONDA CG125 FAN NSU,19.37,0.00,
1559/00030-038,TABLERO COMPL. HONDA CG125 TODAY NSU,19.36,0.00,
1559/00033-038,TABLERO COMPL. MOTOMEL BLITZ 110 TUNNING V8 NSU,20.55,0.00,
1559/00035-038,TABLERO COMPL. HONDA CG150 NSU,16.30,0.00,
1559/00043-038,TABLERO COMPL. HONDA TITAN 2000 NSU,15.67,0.00,
1559/00045-038,TABLERO COMPL. HONDA XRL 125 BROSS/XR125/XRL250L NSU,18.06,0.00,
1559/00046-038,TABLERO COMPL. HONDA TORNADO NSU,55.78,0.00,
1559/00047-038,TABLERO COMPL. LANYIN 80-YAMAHA V80 NSU,23.40,0.00,
1559/00051-038,TABLERO COMPL. MOTOMEL SKUA 200/XPLORA 250 NSU,16.22,0.00,
1559/00055-038,TABLERO COMPL. MOTOMEL S2/S3 ZANELLA RX125/ VC150 NSU,32.26,0.00,
1559/00056-022,TABLERO COMPL. MOTOMEL VX150 SCOOTER NSU,16.04,0.00,
1559/00057-077,TABLERO COMPL. MOTOMEL VC200R NSU,92.33,0.00,
1559/00058-022,TABLERO COMPL. MOTOMEL RD200 NSU,28.56,0.00,
1559/00059-038,TABLERO COMPL. MOTOMEL MOTARD 200 NSU,20.56,0.00,
1559/00060-038,TABLERO COMPL. SUZUKI AX100 NSU,9.38,0.00,
1559/00061-038,TABLERO COMPL. MOTOMEL DAKAR 200 NSU,15.89,0.00,
1559/00063-038,TABLERO COMPL. SUZUKI GN 125 NSU,22.09,0.00,
1559/00064-038,TABLERO COMPL. SUZUKI EN 125 NSU,37.80,0.00,
1559/00066-038,TABLERO COMPL. MOTOMEL S3 NSU,28.89,0.00,
1559/00067-038,TABLERO COMPL. MOTOMEL SKUA 150/200 V6 NSU,18.62,0.00,
1559/00068-038,TABLERO COMPL. YAMAHA CRYPTON NSU,11.85,0.00,
1559/00069-038,TABLERO COMPL. YAMAHA CRYPTON M/NUEVO NSU,15.19,0.00,
1559/00070-038,TABLERO COMPL. YAMAHA DT125 NSU,25.31,0.00,
1559/00071-038,TABLERO COMPL. YAMAHA 125 FACTOR 2012/13 NSU,24.50,0.00,
1559/00072-038,TABLERO COMPL. YAMAHA FZ 16 NSU,68.38,0.00,
1559/00073-038,TABLERO COMPL. MOTOMEL SKUA 150 M/NUEVO NSU,18.15,0.00,
1559/00074-038,TABLERO COMPL. MOTOMEL S2 NEW 2020 NSU,20.18,0.00,
1559/00075-038,TABLERO COMPL. YAMAHA XTZ 125 NSU,24.27,0.00,
1559/00079-038,TABLERO COMPL. YAMAHA YBR 125 Z NSU,42.91,0.00,
1559/00080-038,TABLERO COMPL. YAMAHA YBR 125K BRASILERO C/MARCADO NSU,20.69,0.00,
1559/00081-038,TABLERO COMPL. YAMAHA YBR 125 CHINO ELECTRONICO NSU,26.47,0.00,
1559/00083-022,TABLERO COMPL. YAMAHA YBR 250 NSU,119.87,0.00,
1559/00083-038,TABLERO COMPL. YAMAHA YBR 250 NSU,171.88,0.00,
1559/00084-038,TABLERO COMPL. YAMAHA FAZER YS 250 NSU,76.54,0.00,
1559/00087-038,TABLERO COMPL. ZANELLA/MOTOMEL  CUSTOM 3 RELOJES NSU,47.65,0.00,
1559/00090-038,TABLERO COMPL. ZANELLA SEXY NSU,16.98,0.00,
1559/00095-038,TABLERO COMPL. ZANELLA VENTO NSU,57.85,0.00,
1559/00097-038,TABLERO COMPL. ZANELLA RX 150 BLANCO NSU,23.89,0.00,
1559/00098-038,TABLERO COMPL. ZANELLA RX 150 NEGRO NSU,33.56,0.00,
1559/00099-038,TABLERO COMPL. ZANELLA RX 150 BLANCO A TRIPA NSU,26.40,0.00,
1559/00100-038,TABLERO COMPL. MOTOMEL FUSSION 110/ZB 110 G1 NSU,16.12,0.00,
1559/00103-038,TABLERO COMPL. MOTOMEL SKUA NEW NSU,18.62,0.00,
1559/00125-038,TABLERO COMPL. BRAVA TEXANA 200 NSU,74.64,0.00,
1559/00130-038,TABLERO COMPL. ZANELLA RX 150 Z7 NSU,23.33,0.00,
1559/00150-038,TABLERO COMPL. HONDA XR 150L NSU,20.62,0.00,
1560,JUNTA ADMISION,,,
1560/00100-627,JUNTA ADMISION MOTOS 125CC/150CC./200CC.X10unid. JUNTAS ALFA,0.00,2551.49,
1560/00200-627,JUNTA ADMISION HONDA/MOTOMEL/GILERA X10U.17HO1110 JUNTAS ALFA,0.00,2551.56,
1561,JUNTAS BASE DE CILINDRO,,,
1561/00012-627,JUNTA BASE CIL GILERA FX125 X5unid.(06GI1410) JUNTAS ALFA,0.00,1194.21,
1561/00013-627,JUNTA BASE CIL HONDA-BETA-ZANx5unid.06HO1010 JUNTAS ALFA,0.00,1194.21,
1561/00014-627,JUNTA BASE CIL GILERA VC150-ZANRX150x5unid06HO2110 JUNTAS ALFA,0.00,1659.33,
1561/00018-627,JUNTA BASE CIL HONDA CG150 x5unid.06HO2210 JUNTAS ALFA,0.00,1659.33,
1561/00019-627,JUNTA BASE CIL HONDA TWIS250/TORNADOx5UNID06HO5610 JUNTAS ALFA,0.00,3599.40,
1561/00021-627,JUNTA BASE CIL HONDA BIZ 125 x5UNID. 06HO1210 JUNTAS ALFA,0.00,1659.33,
1561/00022-627,JUNTA BASE CIL GILERA VC125 x5UNID. 06GI1310 JUNTAS ALFA,0.00,1659.33,
1561/00023-627,JUNTA BASE CIL HONDA CB190 x 5UNIDADES 06HO2710 JUNTAS ALFA,0.00,2718.69,
1561/00024-627,JUNTA BASE CIL HONDA/GILERA/MOTOMEL 96HO1007010 JUNTAS ALFA,0.00,2230.90,
1561/00025-627,JUNTA BASE CIL HONDA TITAN-STORM x5unid.06HO1910 JUNTAS ALFA,0.00,1659.33,
1561/00028-627,JUNTA BASE CIL JAWA 300 E/300-9 x5unid.06JW1310 JUNTAS ALFA,0.00,5027.45,
1561/00029-627,JUNTA BASE CIL JAWA 350 x5unid. 06JW1510 JUNTAS ALFA,0.00,5027.45,
1561/00032-627,JUNTA BASE CIL MOTOMEL CUSTOM x5unid.06MO1110 JUNTAS ALFA,0.00,1659.33,
1561/00033-627,JUNTA BASE CIL MOTOMEL DAKAR 200 x5unid.06MO1410 JUNTAS ALFA,0.00,1659.33,
1561/00036-627,JUNTA BASE CIL YAMAHA CRYPTON 110 x5unid.06YA1210 JUNTAS ALFA,0.00,1659.33,
1561/00038-627,JUNTA BASE CIL YAMAHA YBR125 x5unid.06YA2910 JUNTAS ALFA,0.00,1659.33,
1561/00039-627,JUNTA BASE CIL HONDA NIGHTW250-GIL.VC 06MO1710x5u JUNTAS ALFA,0.00,3599.40,
1561/00042-627,JUNTA BASE CIL YAMAHA YBR250/YS250 x5UNID.06YA3210 JUNTAS ALFA,0.00,4209.08,
1561/00080-627,JUNTA BASE CIL ZANELLA ZB110/VENTO3V x5U 06ZA1710 JUNTAS ALFA,0.00,1194.21,
1561/00100-627,JUNTA BASE CIL MOTOMEL XPLORA x5UNID. 06MO1810 JUNTAS ALFA,0.00,1659.33,
1561/00110-627,JUNTA BASE CIL SUZUKI EN125 x5UNID. 06SU1510 JUNTAS ALFA,0.00,1659.33,
1561/00115-627,JUNTA BASE CIL SUZUKI AX100 x5UNID.06SU1310 JUNTAS ALFA,0.00,1958.93,
1561/00120-627,JUNTA BASE CIL GILERA/HONDA/MOTOMEL/ZAN. 96HO1010 JUNTAS ALFA,0.00,1326.54,
1561/00121-627,JUNTA BASE CIL HONDA CB1 125cc. 06HO2610 JUNTAS ALFA,0.00,1659.33,
1561/00153-627,JUNTA BASE CIL YAMAHA FZ 16 x5Unid.06YA3310 JUNTAS ALFA,0.00,2718.69,
1561/00154-627,JUNTA BASE CIL COMPT.MOTOS 125/150/200cc. 96HO2110 JUNTAS ALFA,0.00,1443.52,
1561/00160-627,JUNTA BASE CIL BAJAJ ROUSER 200NS 06BA1410 JUNTAS ALFA,0.00,4209.08,
1561/00170-627,JUNTA BASE CIL HONDA WAVE NF110 06HO1310 x5unid. JUNTAS ALFA,0.00,1659.33,
